file_path,label
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.normal.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.wink.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.noglasses.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.happy.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.glasses.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.surprised.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.sad.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject05/subject05.sleepy.pgm,5
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.happy.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.noglasses.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.sad.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.sleepy.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.normal.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.wink.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.surprised.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject09/subject09.glasses.pgm,9
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.wink.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.noglasses.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.surprised.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.happy.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.glasses.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.normal.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.sad.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject01/subject01.sleepy.pgm,1
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.sleepy.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.noglasses.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.happy.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.wink.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.glasses.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.normal.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.sad.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject13/subject13.surprised.pgm,13
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.sleepy.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.happy.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.normal.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.wink.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.sad.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.noglasses.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.glasses.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject03/subject03.surprised.pgm,3
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.normal.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.noglasses.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.surprised.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.sleepy.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.sad.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.glasses.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.happy.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject16/subject16.wink.pgm,16
/home/shuran/Face-Tracker/yalefaces/subject21/subject21.sad.pgm,21
/home/shuran/Face-Tracker/yalefaces/subject21/subject21.happy.pgm,21
/home/shuran/Face-Tracker/yalefaces/subject21/subject21.normal.pgm,21
/home/shuran/Face-Tracker/yalefaces/subject21/subject21.surprise.pgm,21
/home/shuran/Face-Tracker/yalefaces/subject21/subject21.wink.pgm,21
/home/shuran/Face-Tracker/yalefaces/subject21/subject21.sleep.pgm,21
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.normal.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.sleepy.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.glasses.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.surprised.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.sad.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.noglasses.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.happy.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject08/subject08.wink.pgm,8
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.sleepy.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.normal.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.wink.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.glasses.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.surprised.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.noglasses.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.sad.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject04/subject04.happy.pgm,4
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.surprised.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.happy.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.sleepy.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.sad.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.noglasses.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.wink.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.normal.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject12/subject12.glasses.pgm,12
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.wink.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.sad.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.sleepy.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.glasses.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.normal.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.surprised.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.noglasses.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject02/subject02.happy.pgm,2
/home/shuran/Face-Tracker/yalefaces/subject19/subject19.sleepy.pgm,19
/home/shuran/Face-Tracker/yalefaces/subject19/subject19.sad.pgm,19
/home/shuran/Face-Tracker/yalefaces/subject19/subject19.normal.pgm,19
/home/shuran/Face-Tracker/yalefaces/subject19/subject19.happy.pgm,19
/home/shuran/Face-Tracker/yalefaces/subject19/subject19.surprise.pgm,19
/home/shuran/Face-Tracker/yalefaces/subject19/subject19.wink.pgm,19
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.wink.pgm,10
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.sad.pgm,10
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.glasses.pgm,10
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.happy.pgm,10
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.noglasses.pgm,10
